id,name,furnitureType,subordinateFurnitureType,itemWidth,itemHeight,itemLength
ashleyfurniture.T561-3,Landyn End Table,Table,EndTable,0.5588,0.6096,0.5588
ashleyfurniture.T561-7,Landyn Chairside End Table,Table,EndTable,0.4064,0.635,0.6604
ashleyfurniture.T561-8,Landyn Square Coffee Table,Table,CoffeeTable,0.9652,0.508,0.9144
ashleyfurniture.T566-1,Lance Coffee Table w/ 2 Ottomans,Table,CoffeeTable,1.2192,0.508,0.7112
ashleyfurniture.T566-3,Lance Chairside End Table,Table,EndTable,0.5588,0.6096,0.6858
ashleyfurniture.T566-4,Lance Console w/2 Ottomans,Table,AccentTable,1.2192,0.762,0.4826
ashleyfurniture.T566-7,Lance Chairside End Table,Table,EndTable,0.4064,0.6096,0.6858
ashleyfurniture.T567-3,Boarder End Table,Table,EndTable,0.508,0.635,0.7112
ashleyfurniture.T567-4,Boarder Sofa Table / Console,Table,AccentTable,1.1684,0.8128,0.4826
ashleyfurniture.T602-1,Wisteria Coffee Table,Table,CoffeeTable,1.27,0.5334,0.7366
ashleyfurniture.T602-2,Wisteria End Table,Table,EndTable,0.6604,0.6604,0.7112
ashleyfurniture.T602-7,Wisteria Chairside End Table,Table,EndTable,0.7112,0.6604,0.4318
ashleyfurniture.T627-1,Summerlands Coffee Table,Table,CoffeeTable,1.3208,0.4826,0.762
ashleyfurniture.T627-3,Summerlands End Table,Table,EndTable,0.6858,0.6858,0.7112
ashleyfurniture.T627-4,Summerlands Sofa Table,Table,AccentTable,1.3208,0.8128,0.508
ashleyfurniture.T627-7,Summerlands Chairside End Table,Table,EndTable,0.508,0.762,0.6858
ashleyfurniture.T651-4,Martini Suite Sofa Table,Table,AccentTable,1.2192,0.8128,0.508
ashleyfurniture.T668-1,Key Town Coffee Table,Table,CoffeeTable,1.1684,0.508,0.8382
ashleyfurniture.T668-3,Key Town End Table,Table,EndTable,0.635,0.6604,0.6858
ashleyfurniture.T668-4,Key Town Sofa Table,Table,AccentTable,1.2446,0.8382,0.508
ashleyfurniture.T670-3,Callum End Table,Table,EndTable,0.5842,0.635,0.6858
ashleyfurniture.T670-7,Callum End Table,Table,EndTable,0.4064,0.635,0.5588
ashleyfurniture.T670-8,Callum Coffee Table,Table,CoffeeTable,0.8636,0.508,0.8636
ashleyfurniture.T675-1,Brockland Coffee Table,Table,CoffeeTable,1.27,0.508,0.762
ashleyfurniture.T675-2,Brockland End Table,Table,EndTable,0.6604,0.6604,0.6604
ashleyfurniture.T675-4,Brockland Sofa Table / TV Console,Table,AccentTable,1.27,0.6604,0.508
ashleyfurniture.T675-7,Brockland Chairside End Table,Table,EndTable,0.4064,0.6604,0.6604
ashleyfurniture.T677-17,Hamlyn End Table,Table,EndTable,0.6096,0.635,0.6858
ashleyfurniture.T677-20,Hamlyn Lift-Top Coffee Table,Table,CoffeeTable,1.1684,0.5334,0.6604
ashleyfurniture.T677-3,Hamlyn End Table,Table,EndTable,0.6096,0.635,0.6858
ashleyfurniture.T677-4,Hamlyn Sofa Table / Console,Table,AccentTable,1.1684,0.8382,0.5588
ashleyfurniture.T689-1,Emory Coffee Table,Table,CoffeeTable,1.2192,0.508,0.7112
ashleyfurniture.T689-3,Emory End Table,Table,EndTable,0.508,0.635,0.7112
ashleyfurniture.T689-4,Emory Sofa Table,Table,AccentTable,1.2192,0.8128,0.508
ashleyfurniture.T697-0,Porter Coffee Table,Table,CoffeeTable,0.8382,0.508,0.7112
ashleyfurniture.T697-20,Porter Storage Coffee Table,Table,CoffeeTable,1.3208,0.4826,0.7112
ashleyfurniture.T697-3,Porter Chairside End Table,Table,EndTable,0.4826,0.6604,0.6604
ashleyfurniture.T697-4,Porter Sofa Table,Table,AccentTable,1.3462,0.8128,0.508
ashleyfurniture.T703-20,Jamison Coffee Table,Table,CoffeeTable,1.3208,0.4826,0.7112
ashleyfurniture.T703-3,Jamison End Table,Table,EndTable,0.4826,0.6604,0.6604
ashleyfurniture.T703-4,Jamison Sofa Table,Table,AccentTable,1.2192,0.9144,0.4572
ashleyfurniture.T719-3,Cross Island End Table,Table,EndTable,0.6096,0.635,0.6858
ashleyfurniture.T719-4,Cross Island Sofa Table / Console,Table,AccentTable,1.27,0.8128,0.508
ashleyfurniture.T719-7,Cross Island Chairside End Table,Table,EndTable,0.4318,0.635,0.6604
ashleyfurniture.T719-9,Cross Island Lift-Top Coffee Table,Table,CoffeeTable,1.1938,0.508,0.6858
ashleyfurniture.T771-17,Carlyle Chairside End Table,Table,EndTable,0.6096,0.635,0.6858
ashleyfurniture.T771-20,Carlyle Lift-Top Coffee Table,Table,CoffeeTable,1.1684,0.4826,0.6604
ashleyfurniture.T771-3,Carlyle End Table,Table,EndTable,0.6096,0.635,0.6858
ashleyfurniture.T771-4,Carlyle Sofa Table / Console,Table,AccentTable,1.1684,0.8382,0.5588
ashleyfurniture.T794-2,Kenwood Loft End Table,Table,EndTable,0.6096,0.6604,0.6096
ashleyfurniture.T794-20,Kenwood Loft Coffee Table,Table,CoffeeTable,1.0668,0.4826,0.8128
ashleyfurniture.T794-4,Kenwood Loft Sofa Table,Table,AccentTable,1.27,0.7366,0.4318
ashleyfurniture.T838-1,Merihill Coffee Table w/ Ottoman,Table,CoffeeTable,1.27,0.4826,0.6604
ashleyfurniture.T838-3,Merihill End Table,Table,EndTable,0.6096,0.6096,0.6858
ashleyfurniture.T838-4,Merihill Sofa Table w/ Ottoman,Table,AccentTable,1.27,0.762,0.4826
ashleyfurniture.T844-1,Belgrano Rectangular Cocktail Table,Table,CoffeeTable,1.2192,0.508,0.762
ashleyfurniture.T844-3,Belgrano End Table,Table,EndTable,0.6604,0.6604,0.6604
ashleyfurniture.T844-4,Belgrano Console Sofa Table,Table,AccentTable,1.2954,0.8128,0.4826
ashleyfurniture.T851-0,Martini Suite Coffee Table,Table,CoffeeTable,1.016,0.4826,1.016
ashleyfurniture.T851-4,Martini Suite Sofa Table,Table,AccentTable,1.2192,0.9144,0.5588
ashleyfurniture.T851-6,Martini Suite End Table,Table,EndTable,0.6096,0.6604,0.6858
ashleyfurniture.T854-2,Casa Mollino End Table,Table,EndTable,0.6604,0.635,0.6604
ashleyfurniture.T854-4,Casa Mollino Sofa Table,Table,AccentTable,1.27,0.8382,0.508
ashleyfurniture.T877-20,Accara Upholstered Ottoman,Ottoman,,1.1684,0.4826,0.7112
ashleyfurniture.T877-3,Accara End Table,Table,EndTable,0.6096,0.635,0.6858
ashleyfurniture.1120008,Gemini - Chocolate Oversized Accent Ottoman,Ottoman,,1.0668,0.5334,0.8128
ashleyfurniture.1120044,Gemini - Chocolate Round Swivel Chair,Chair,,0.9144,0.9144,0.9906
ashleyfurniture.4050135,Precision DuraBlend® - Desert Loveseat,Couch,Loveseat,1.6764,1.016,0.9652
ashleyfurniture.4050138,Precision DuraBlend® - Desert Sofa,Couch,,2.3114,1.016,0.9652
ashleyfurniture.7420025,Sorrell - Mocha,Chair,Recliner,0.9906,1.0922,1.016
ashleyfurniture.7420098,Sorrell - Mocha,Chair,Recliner,0.9906,1.0922,1.016
ashleyfurniture.L612999,Ludella Arc Lamp,Lamp,,1.3589,2.1336,0.381
ashleyfurniture.Q292001T,Academy - Multi Twin Comforter Set,ComforterSet,,1.7526,,2.1844
ashleyfurniture.Q292003F,Academy - Multi Full Comforter Set,ComforterSet,,2.0828,,2.1844
ashleyfurniture.Q309001T,Manning - Stripe Twin Comforter Set,ComforterSet,,1.7526,,2.1844
ashleyfurniture.Q309003F,Manning - Stripe Full Comforter Set,ComforterSet,,2.0828,,2.1844
ashleyfurniture.7420043,Sorrell - Mocha,Couch,Loveseat,1.9304,1.0922,1.016
ashleyfurniture.7420087,Sorrell - Mocha,Couch,,2.1844,1.0922,1.016
ashleyfurniture.7420088,Sorrell - Mocha,Couch,,2.1844,1.0922,1.016
ashleyfurniture.7420091,Sorrell - Mocha,Couch,Loveseat,1.9304,1.0922,1.016
ashleyfurniture.B165-46,Aleydis Chest,ChestOfDrawers,,0.8636,1.3716,0.381
ashleyfurniture.B165-57,Aleydis Queen / Full Upholstered Headboard,Headboard,,1.6002,1.3462,0.0762
ashleyfurniture.B165-92,Aleydis Nightstand,ChestOfDrawers,Nightstand,0.6096,0.635,0.381
ashleyfurniture.R264002,Yvette - Steel 5x8 Rug,Rug,,1.6002,0.034798,2.286
ashleyfurniture.R268002,Kyle - Clay 5x7 Rug,Rug,,1.3208,0.007874,2.0574
ashleyfurniture.R270002,Anya - Leaf 5x7 Rug,Rug,,1.3208,0.007874,2.0574
ashleyfurniture.R275002,Suri - Salsa 5x7 Rug,Rug,,1.3208,0.007874,2.0574
ashleyfurniture.1160008,Cahal - Flax Oversized Accent Ottoman,Ottoman,,0.889,0.4826,0.889
ashleyfurniture.1160060,Cahal - Flax Accent Chair,Chair,AccentChair,0.7112,0.9652,0.7366
ashleyfurniture.1180514,Zia - Kiwi Ottoman,Ottoman,,0.8128,0.9652,0.635
ashleyfurniture.1180520,Zia - Kiwi Chair,Chair,,1.016,0.9398,0.9652
ashleyfurniture.1180535,Zia - Kiwi Loveseat,Couch,Loveseat,1.5748,0.9398,0.9652
ashleyfurniture.1180538,Zia - Kiwi Sofa,Couch,,2.159,0.9398,0.9652
ashleyfurniture.1180539,Zia - Kiwi Queen Sofa Sleeper,Couch,Sleeper,2.159,0.9398,0.9652
ashleyfurniture.1240214,Kreeli - Toffee Ottoman,Ottoman,,0.762,0.4318,0.6096
ashleyfurniture.1240220,Kreeli - Toffee Chair,Chair,,0.9906,0.9144,0.9144
ashleyfurniture.1240235,Kreeli - Toffee Loveseat,Couch,Loveseat,1.4732,0.9144,0.9144
ashleyfurniture.1240238,Kreeli - Toffee Sofa,Couch,,2.0828,0.9144,0.9144
ashleyfurniture.1240239,Kreeli - Toffee Queen Sofa Sleeper,Couch,Sleeper,2.0828,0.9144,0.9144
ashleyfurniture.1240314,Kreeli - Slate Ottoman,Ottoman,,0.762,0.4318,0.6096
ashleyfurniture.1240320,Kreeli - Slate Chair,Chair,,0.9906,0.9144,0.9144
ashleyfurniture.1240335,Kreeli - Slate Loveseat,Couch,Loveseat,1.4732,0.9144,0.9144
ashleyfurniture.1240338,Kreeli - Slate Sofa,Couch,,2.0828,0.9144,0.9144
ashleyfurniture.1240339,Kreeli - Slate Queen Sofa Sleeper,Couch,Sleeper,2.0828,0.9144,0.9144
ashleyfurniture.124XX21,Kreeli - Accents Chair,Chair,,0.889,0.889,0.9144
ashleyfurniture.1250025,Keanna - Cobblestone Rocker Recliner,Chair,Recliner,1.0414,1.0414,0.9906
ashleyfurniture.1250035,Keanna - Cobblestone Loveseat,Couch,Loveseat,1.6764,1.0414,1.0414
ashleyfurniture.1250038,Keanna - Cobblestone Sofa,Couch,,2.2606,1.0414,1.0414
ashleyfurniture.1320025,Knox DuraBlend® - Coffee Rocker Recliner,Chair,Recliner,1.016,1.016,1.016
ashleyfurniture.1320035,Knox DuraBlend® - Coffee Loveseat,Couch,Loveseat,1.6764,1.0414,1.016
ashleyfurniture.1320038,Knox DuraBlend® - Coffee Sofa,Couch,,2.2606,1.0414,1.016
ashleyfurniture.1330114,Trinsic - Pebble Ottoman,Ottoman,,0.6858,0.4826,0.5334
ashleyfurniture.1330120,Trinsic - Pebble Chair,Chair,,1.016,1.016,0.9398
ashleyfurniture.1330121,Trinsic - Pebble Chair,Chair,,0.889,0.9144,0.9144
ashleyfurniture.1330135,Trinsic - Pebble Loveseat,Couch,Loveseat,1.5748,1.016,0.9398
ashleyfurniture.1330138,Trinsic - Pebble Sofa,Couch,,2.159,1.016,0.9398
ashleyfurniture.1350114,Levar DuraBlend® - Sable Ottoman,Ottoman,,0.762,0.5588,0.6096
ashleyfurniture.1350120,Levar DuraBlend® - Sable Chair,Chair,,1.016,0.9906,0.9652
ashleyfurniture.1350125,Levar DuraBlend® - Sable Rocker Recliner,Chair,Recliner,1.016,1.0414,0.9398
ashleyfurniture.1350135,Levar DuraBlend® - Sable Loveseat,Couch,Loveseat,1.5494,0.9906,0.9652
ashleyfurniture.1350138,Levar DuraBlend® - Sable Sofa,Couch,,2.1082,0.9906,0.9652
ashleyfurniture.1550125,Marah - Caramel Rocker Recliner,Chair,Recliner,1.0414,1.0922,0.9652
ashleyfurniture.1550186,Marah - Caramel Reclining Loveseat,Couch,Loveseat,1.6764,1.0922,1.0414
ashleyfurniture.1550188,Marah - Caramel Reclining Sofa,Couch,,2.2606,1.0922,1.0414
ashleyfurniture.1860014,Sloan - Citrus Ottoman,Ottoman,,0.762,0.4572,0.6096
ashleyfurniture.1860020,Sloan - Citrus Chair,Chair,,1.0922,0.9652,0.9144
ashleyfurniture.1860035,Sloan - Citrus Loveseat,Couch,Loveseat,1.7272,0.9652,0.9144
ashleyfurniture.1860038,Sloan - Citrus Sofa,Couch,,2.3114,0.9652,0.9144
ashleyfurniture.1860039,Sloan - Citrus Queen Sofa Sleeper,Couch,Sleeper,2.3114,0.9652,0.9144
ashleyfurniture.1860114,Sloan - Latte Ottoman,Ottoman,,0.762,0.4572,0.6096
ashleyfurniture.1860120,Sloan - Latte Chair,Chair,,1.0922,0.9652,0.9144
ashleyfurniture.1860135,Sloan - Latte Loveseat,Couch,Loveseat,1.7272,0.9652,0.9144
ashleyfurniture.1860138,Sloan - Latte Sofa,Couch,,2.3114,0.9652,0.9144
ashleyfurniture.1860139,Sloan - Latte Queen Sofa Sleeper,Couch,Sleeper,2.3114,0.9652,0.9144
ashleyfurniture.1870014,Kanoa DuraBlend® - Snow Ottoman,Ottoman,,0.889,0.4064,0.6096
ashleyfurniture.1870020,Kanoa DuraBlend® - Snow Chair,Chair,,0.9652,0.8636,0.9398
ashleyfurniture.1870035,Kanoa DuraBlend® - Snow Loveseat,Couch,Loveseat,1.524,0.9398,0.9398
ashleyfurniture.1870038,Kanoa DuraBlend® - Snow Sofa,Couch,,2.1336,0.8636,0.9398
ashleyfurniture.1870114,Kanoa DuraBlend® - Midnight Ottoman,Ottoman,,0.889,0.4064,0.6096
ashleyfurniture.1870120,Kanoa DuraBlend® - Midnight Chair,Chair,,0.9652,0.8636,0.9398
ashleyfurniture.1870135,Kanoa DuraBlend® - Midnight Loveseat,Couch,Loveseat,1.524,0.8636,0.9398
ashleyfurniture.1870138,Kanoa DuraBlend® - Midnight Sofa,Couch,,2.1336,0.8636,0.9398
ashleyfurniture.1930029,Rambler - Mocha Zero Wall Recliner,Chair,Recliner,0.889,1.0414,0.9906
ashleyfurniture.2390214,Rivergate - Stone Ottoman,Ottoman,,0.6858,0.4826,0.5588
ashleyfurniture.2390220,Rivergate - Stone Chair,Chair,,1.016,0.9398,0.9652
ashleyfurniture.2390230,Rivergate - Stone Low Leg Recliner *,Chair,Recliner,0.8636,0.9906,1.016
ashleyfurniture.2390235,Rivergate - Stone Loveseat,Couch,Loveseat,1.524,0.9398,0.9652
ashleyfurniture.2390238,Rivergate - Stone Sofa,Couch,,2.0828,0.9398,0.9652
ashleyfurniture.3000311,Aero - Chocolate Ottoman,Ottoman,,0.8636,0.4318,0.5842
ashleyfurniture.3000346,Aero - Chocolate Armless Chair,Chair,,0.8128,0.9398,0.9906
ashleyfurniture.3000351,Aero - Chocolate Corner Chair,Chair,,0.9906,0.9398,0.9906
ashleyfurniture.3110108,Tosha - Linen Ottoman w/ Storage,Ottoman,,0.8128,0.4318,0.8128
ashleyfurniture.3110111,Tosha - Linen Accent Ottoman,Ottoman,,0.889,0.4064,0.6096
ashleyfurniture.3110146,Tosha - Linen Armless Chair,Couch,Sectional,0.7874,0.9144,0.9906
ashleyfurniture.3110151,Tosha - Linen Corner Chair,Couch,Sectional,0.9906,0.9144,0.9906
ashleyfurniture.3310011,Hartwell - Canyon Storage Ottoman,Ottoman,,1.0922,0.508,0.762
ashleyfurniture.3440014,Lansbury - Autumn Ottoman,Ottoman,,0.8636,0.4572,0.635
ashleyfurniture.3440035,Lansbury - Autumn Loveseat,Couch,Loveseat,1.7272,0.9906,1.016
ashleyfurniture.3440038,Lansbury - Autumn Sofa,Couch,,2.3368,0.9906,1.016
ashleyfurniture.3790114,Bardwell - Patina Ottoman,Ottoman,,0.8636,0.5334,0.889
ashleyfurniture.3790120,Bardwell - Patina Chair,Chair,,1.1176,0.9906,1.0414
ashleyfurniture.3790135,Bardwell - Patina Loveseat,Couch,Loveseat,1.778,0.9906,1.0414
ashleyfurniture.3790138,Bardwell - Patina Sofa,Couch,,2.413,0.9906,1.0414
ashleyfurniture.3790160,Bardwell - Patina Accent Chair,Chair,AccentChair,0.8382,0.9652,0.7874
ashleyfurniture.3900008,Alex - Chocolate Accent Ottoman,Ottoman,,0.9652,0.4826,0.9652
ashleyfurniture.4050114,Precision DuraBlend® - Desert Ottoman,Ottoman,,0.7366,0.4826,0.6096
ashleyfurniture.4050120,Precision DuraBlend® - Desert Chair,Chair,,1.016,1.016,0.9652
ashleyfurniture.4050125,Precision DuraBlend® - Desert Rocker Recliner *,Chair,Recliner,0.9652,1.0414,0.9906
ashleyfurniture.4260125,Knockout DuraBlend® - Redwood Rocker Recliner,Chair,Recliner,0.9906,1.016,1.0414
ashleyfurniture.4260143,Knockout DuraBlend® - Redwood Dual Glider Rec Loveseat w/ Console,Couch,Loveseat,1.9812,1.016,1.016
ashleyfurniture.4260147,Knockout DuraBlend® - Redwood 2- Seat Reclining Sofa w/ Power,Couch,,2.032,1.016,1.016
ashleyfurniture.4260181,Knockout DuraBlend® - Redwood 2- Seat Reclining Sofa,Couch,,2.032,1.016,1.016
ashleyfurniture.4260194,Knockout DuraBlend® - Redwood Double Reclining Loveseat w/ Console,Couch,Loveseat,1.9812,1.016,1.016
ashleyfurniture.4260198,Knockout DuraBlend® - Redwood Rocker Recliner w/ Power,Chair,Recliner,0.9906,1.016,1.0414
ashleyfurniture.5630114,Kinning - Flax Ottoman,Ottoman,,0.8636,0.4572,0.6096
ashleyfurniture.5630120,Kinning - Flax Chair,Chair,,1.0922,1.016,0.9906
ashleyfurniture.5630135,Kinning - Flax Loveseat,Couch,Loveseat,1.7272,1.016,0.9906
ashleyfurniture.5630138,Kinning - Flax Sofa,Couch,,2.286,1.016,0.9906
ashleyfurniture.5630139,Kinning - Flax Queen Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9906
ashleyfurniture.563XX21,Kinning - Accents Chair,Chair,,0.8128,1.016,0.9398
ashleyfurniture.563XX60,Kinning - Accents Accent Chair,Chair,AccentChair,0.7366,0.9652,0.8382
ashleyfurniture.5640021,Keendre - Indigo Chair,Chair,,0.889,0.889,0.9144
ashleyfurniture.5640035,Keendre - Indigo Loveseat,Couch,Loveseat,1.5494,0.9398,0.9652
ashleyfurniture.5640038,Keendre - Indigo Sofa,Couch,,2.1336,0.9398,0.9652
ashleyfurniture.5640060,Keendre - Indigo Accent Chair,Chair,AccentChair,0.762,1.016,0.9398
ashleyfurniture.6500025,Rutledge - Java Rocker Recliner,Chair,Recliner,0.889,1.0414,0.9906
ashleyfurniture.6500125,Rutledge - Taupe Rocker Recliner,Chair,Recliner,0.889,1.0414,0.9906
ashleyfurniture.7050745,Vito - Black Flip Flop Armless Sofa,Couch,Futon,1.8288,0.7874,0.9398
ashleyfurniture.7080345,Suri - Salsa Flip Flop Armless Sofa or Chaise,Chair,Chaise,1.9304,0.762,0.9398
ashleyfurniture.7130345,Ian - Tuxedo Flip Flop Armless Sofa,Couch,Futon,1.8288,0.7874,0.9398
ashleyfurniture.7290425,Hustle - Chocolate Rocker Recliner,Chair,Recliner,1.0668,1.143,1.0414
ashleyfurniture.7290525,Hustle - Mocha Rocker Recliner,Chair,Recliner,1.0668,1.143,1.0414
ashleyfurniture.7290625,Hustle - Sage Rocker Recliner,Chair,Recliner,1.0668,1.143,1.0414
ashleyfurniture.7390025,Juno - Mocha Rocker Recliner,Chair,Recliner,1.0668,1.0668,0.889
ashleyfurniture.7390035,Juno - Mocha Loveseat,Couch,Loveseat,1.7018,0.9652,0.9398
ashleyfurniture.7390038,Juno - Mocha Sofa,Couch,,2.286,0.9652,0.9398
ashleyfurniture.7500014,Darcy - Stone Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.7500020,Darcy - Stone Chair,Chair,,1.1684,1.016,0.9906
ashleyfurniture.7500035,Darcy - Stone Loveseat,Couch,Loveseat,1.7018,1.016,0.9906
ashleyfurniture.7500036,Darcy - Stone Full Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9906
ashleyfurniture.7500038,Darcy - Stone Sofa,Couch,,2.286,1.016,0.9906
ashleyfurniture.7500114,Darcy - Salsa Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.7500120,Darcy - Salsa Chair,Chair,,1.1684,1.016,0.9906
ashleyfurniture.7500135,Darcy - Salsa Loveseat,Couch,Loveseat,1.7018,1.016,0.9906
ashleyfurniture.7500136,Darcy - Salsa Full Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9906
ashleyfurniture.7500138,Darcy - Salsa Sofa,Couch,,2.286,1.016,0.9906
ashleyfurniture.7500214,Darcy - Mocha Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.7500220,Darcy - Mocha Chair,Chair,,1.1684,1.016,0.9906
ashleyfurniture.7500235,Darcy - Mocha Loveseat,Couch,Loveseat,1.7018,1.016,0.9906
ashleyfurniture.7500236,Darcy - Mocha Full Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9906
ashleyfurniture.7500238,Darcy - Mocha Sofa,Couch,,2.286,1.016,0.9906
ashleyfurniture.7500314,Darcy - Sage Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.7500320,Darcy - Sage Chair,Chair,,1.1684,1.016,0.9906
ashleyfurniture.7500335,Darcy - Sage Loveseat,Couch,Loveseat,1.7018,1.016,0.9906
ashleyfurniture.7500336,Darcy - Sage Full Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9906
ashleyfurniture.7500338,Darcy - Sage Sofa,Couch,,2.286,1.016,0.9906
ashleyfurniture.7500414,Darcy - Cafe Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.7500420,Darcy - Cafe Chair,Chair,,1.1684,1.016,0.9906
ashleyfurniture.7500435,Darcy - Cafe Loveseat,Couch,Loveseat,1.7018,1.016,0.9906
ashleyfurniture.7500436,Darcy - Cafe Full Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9906
ashleyfurniture.7500438,Darcy - Cafe Sofa,Couch,,2.286,1.016,0.9906
ashleyfurniture.7600308,Brody - Mocha Oversized Ottoman,Ottoman,,1.016,0.508,1.016
ashleyfurniture.7790008,Yvette - Steel High Leg Ottoman,Ottoman,,1.2192,0.4826,0.7366
ashleyfurniture.7790021,Yvette - Steel Chair,Chair,,0.889,0.889,0.9144
ashleyfurniture.7790035,Yvette - Steel Loveseat,Couch,Loveseat,1.5494,0.9652,1.016
ashleyfurniture.7790060,Yvette - Steel Accent Chair,Chair,AccentChair,0.7112,0.9652,0.7366
ashleyfurniture.7870014,Kyle - Clay Ottoman,Ottoman,,0.6604,0.4572,0.5334
ashleyfurniture.7870020,Kyle - Clay Chair,Chair,,0.9398,0.9398,0.9144
ashleyfurniture.7870021,Kyle - Clay Chair,Chair,,0.9144,0.9398,0.9652
ashleyfurniture.7870035,Kyle - Clay Loveseat,Couch,Loveseat,1.524,0.9398,0.9144
ashleyfurniture.7870038,Kyle - Clay Sofa,Couch,,2.0828,0.9398,0.9144
ashleyfurniture.8210460,Aldridge - Sage Accent Chair,Chair,AccentChair,0.6096,0.9906,0.6858
ashleyfurniture.8590411,Grenada - Mocha Ottoman w/ Storage,Ottoman,,0.9652,0.508,0.9652
ashleyfurniture.A1000041,Marion - Spa Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000043,Leila - Floral Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000044,Sunburst - Chocolate Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000046,Pandora - Multi Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000047,FLorence - Multi Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000048,Hartwell - Spa Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000049,Viviana - Taupe Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000052,Viviana - Burgundy Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000054,Viviana - Spa Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000056,Viviana - Spice Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000060,Viviana - Moss Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000061,Viviana - Navy Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000066,Penelope - Peridot Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000069,Penelope - Spa Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000070,Penelope - Eggplant Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000072,Penelope - Scarlett Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000074,Penelope - Onyx Pillow,Pillow,,5.4864,,5.4864
ashleyfurniture.A1000077,Sindon - Multi Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000078,Sophie - Champagne Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000079,Sophie - Gold Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000087,Caitlyn - Chocolate Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000091,Caitlyn - Taupe Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000092,Caitlyn - Spa Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000094,Caitlyn - Moss Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000097,Emma - Chocolate Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000102,Emma - Spa Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000104,Emma - Moss Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000189,Lexie - Gray Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000191,Lexie - White Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000193,Lexie - Brown Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000195,Ashton - Aqua Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000196,Ashton - Lime Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000197,Ashton - Amber Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000198,Ashton - Eggplant Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000199,Ashton - Burgundy Throw,Throw,,1.27,,1.524
ashleyfurniture.A1000210,Paja - Silver Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000211,Paja - Orange Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000212,Paja - Lime Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000213,Paja - White Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000214,Meki - Brown Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000215,Meki - White Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000217,Meki - Gray Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000223,Lilette - Black Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000225,Lilette - Gray Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000227,Lilette - Beige Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000228,Lilette - Chocolate Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000229,Lanza - White Pillow,Pillow,,0.4572,,0.4572
ashleyfurniture.A1000231,Lanza - Citron Pillow,Pillow,,0.4572,,0.4572
