id,name,furnitureType,subordinateFurnitureType,itemWidth,itemHeight,itemLength
ashleyfurniture.1180120,Zia - Spa Chair,Chair,,1.016,0.9398,0.9652
ashleyfurniture.1180320,Zia - Mocha Chair,Chair,,1.016,0.9398,0.9652
ashleyfurniture.1180420,Zia - Salsa Chair,Chair,,1.016,0.9398,0.9652
ashleyfurniture.1260023,Richland - Amber Oversized Chair,Chair,,1.4224,0.9906,1.016
ashleyfurniture.1280420,Atmore - Pewter Chair,Chair,,0.9398,0.9652,0.9906
ashleyfurniture.1390325,Duraplush - Mocha Rocker Recliner,Chair,Recliner,1.016,1.0668,1.0668
ashleyfurniture.1540060,Bradington - Truffle Chair,Chair,AccentChair,0.7112,0.9652,0.7874
ashleyfurniture.1880020,Danielle - Eggplant Chair,Chair,,0.889,0.889,0.9398
ashleyfurniture.1880021,Danielle - Eggplant Accent Chair,Chair,AccentChair,0.889,0.889,0.9144
ashleyfurniture.1940123,Logan - Stone Oversized Chair,Chair,,1.397,0.9906,0.9144
ashleyfurniture.1990026,Santa Fe - Bark Recliner,Chair,Recliner,0.8636,1.0922,0.9906
ashleyfurniture.1990126,Santa Fe - Chocolate Recliner,Chair,Recliner,0.8636,1.0922,0.9906
ashleyfurniture.2050014,Palmer - Walnut Ottoman,Ottoman,,1.1176,0.4572,0.5842
ashleyfurniture.2050023,Palmer - Walnut Oversized Chair,Chair,,1.4224,0.9906,1.016
ashleyfurniture.2050035,Palmer - Walnut Loveseat,Couch,Loveseat,1.905,0.9906,1.016
ashleyfurniture.2050038,Palmer - Walnut Sofa,Couch,,2.5654,0.9906,1.016
ashleyfurniture.2220025,DuraBlend® - Cafe Rocker Recliner,Chair,Recliner,0.9652,1.0414,1.0668
ashleyfurniture.2260316,North Shore - Dark Brown Chaise,Chair,Chaise,1.778,0.889,1.016
ashleyfurniture.2260335,North Shore - Dark Brown Loveseat,Couch,Loveseat,1.7526,1.0668,0.9906
ashleyfurniture.2260338,North Shore - Dark Brown Sofa,Couch,,2.413,1.0668,0.9906
ashleyfurniture.2260360,North Shore - Dark Brown Chair,Chair,AccentChair,0.7366,1.0922,0.8128
ashleyfurniture.2450031,Margo - Black Comfort Lounger,Chair,Recliner,0.762,1.0414,0.8636
ashleyfurniture.2490031,Manning DuraBlend® - Brindle Comfort Lounger,Chair,Recliner,0.9144,1.0668,0.889
ashleyfurniture.2490131,Manning DuraBlend® - Mahogany Comfort Lounger,Chair,Recliner,0.9144,1.0668,0.889
ashleyfurniture.2810031,Maddox - Walnut Comfort Lounger,Chair,Recliner,0.8636,1.0668,0.9144
ashleyfurniture.3000211,Aero - Ivory Ottoman,Ottoman,,0.8636,0.4318,0.5842
ashleyfurniture.3000246,Aero - Ivory Armless Chair,Chair,,0.8128,0.9398,0.9906
ashleyfurniture.3000251,Aero - Ivory Corner Chair,Chair,,0.9906,0.9398,0.9906
ashleyfurniture.3040025,Grover - Cafe Rocker Recliner,Chair,Recliner,0.8636,1.0668,1.0668
ashleyfurniture.3090023,Frontier - Canyon Oversized Chair,Chair,,1.524,1.016,0.9906
ashleyfurniture.3150025,Presley - Espresso Rocker Recliner,Chair,Recliner,0.9652,1.0414,1.0668
ashleyfurniture.3150036,Presley - Espresso Full Sofa Sleeper,Couch,Sleeper,2.1336,1.0414,1.0668
ashleyfurniture.3150125,Presley - Cocoa Rocker Recliner,Chair,Recliner,0.9652,1.0414,1.0668
ashleyfurniture.3150136,Presley - Cocoa Full Sofa Sleeper,Couch,Sleeper,2.1336,1.0414,1.0668
ashleyfurniture.3180120,Circa - Taupe Chair,Chair,,0.889,0.9906,1.0414
ashleyfurniture.3180160,Circa - Taupe Accent Chair,Chair,AccentChair,0.7112,1.0414,0.8636
ashleyfurniture.3240020,Townhouse - Tawny Chair,Chair,,1.0922,0.9906,0.9652
ashleyfurniture.3260123,Burlington - Sienna Oversized Chair,Chair,,1.4224,0.9906,1.016
ashleyfurniture.3330025,Macie - Brown Rocker Recliner,Chair,Recliner,1.016,1.016,0.9652
ashleyfurniture.3540123,Lena - Putty Oversized Chair,Chair,,1.4224,0.9906,1.0414
ashleyfurniture.3540144,Lena - Putty Chair,Chair,,0.9144,0.9144,0.9906
ashleyfurniture.3650025,Ledger DuraBlend® - Scarlett Rocker Recliner,Chair,Recliner,0.9906,0.9652,0.9906
ashleyfurniture.3650225,Ledger DuraBlend® - Black Rocker Recliner,Chair,Recliner,0.9906,0.9652,0.9906
ashleyfurniture.3890098,Slater DuraBlend® - Sedona Rocker Recliner w/ Power,Chair,Recliner,1.0414,1.0414,1.0414
ashleyfurniture.4000120,Crestwood - Walnut Chair,Chair,,0.9398,0.9398,1.016
ashleyfurniture.4010060,Key Town - Truffle Accent Chair,Chair,AccentChair,0.7112,0.9652,0.7366
ashleyfurniture.4020060,Oakmere - Truffle Showood Accent Chair,Chair,AccentChair,0.8636,1.03505,0.8636
ashleyfurniture.4130125,Warren - Brown Rocker Recliner *,Chair,Recliner,1.1176,1.0414,1.016
ashleyfurniture.4130225,Warren - Nutmeg Rocker Recliner *,Chair,Recliner,1.1176,1.0414,1.016
ashleyfurniture.4140120,Colefax - Mushroom Chair,Chair,,1.0414,0.9144,0.9398
ashleyfurniture.4150008,Harrington - Chocolate Ottoman,Ottoman,,1.3208,0.508,0.762
ashleyfurniture.4170120,Novack - Onyx Chair,Chair,,0.9906,0.9398,0.9398
ashleyfurniture.4200023,Axiom - Walnut Oversized Chair,Chair,,1.397,0.9652,1.016
ashleyfurniture.4230027,Zackary - Brindle Glider Recliner,Chair,Recliner,1.016,0.9906,1.0668
ashleyfurniture.4540106,DuraBlend® - Natural Power Recliner,Chair,Recliner,1.016,1.0668,1.0668
ashleyfurniture.4540125,DuraBlend® - Natural Rocker Recliner,Chair,Recliner,0.8636,1.0668,1.0668
ashleyfurniture.4660125,Sonoma - Saddle Rocker Recliner,Chair,Recliner,1.0414,1.016,1.0922
ashleyfurniture.4680025,DuraBlend® - Brindle Rocker Recliner,Chair,Recliner,1.1938,1.0922,1.1176
ashleyfurniture.4940326,Monarch Valley - Harness Recliner,Chair,Recliner,0.8636,1.0922,0.9906
ashleyfurniture.5070021,Victory - Chocolate Oversized Swivel Chair,Chair,,1.4732,0.9906,1.3716
ashleyfurniture.5270225,San Marco DuraBlend® - Burgundy Rocker Recliner,Chair,Recliner,1.0668,1.016,0.9906
ashleyfurniture.5340030,Brittany - Truffle Low Leg Recliner,Chair,Recliner,1.0414,1.0922,1.016
ashleyfurniture.5360021,Logan - Stone Chair,Chair,,1.4732,0.9906,1.3716
ashleyfurniture.5380025,Mercer - Mocha Rocker Recliner,Chair,Recliner,1.0668,1.016,0.9906
ashleyfurniture.5430220,Entice - Mist Chair,Chair,,0.9652,0.9652,0.9652
ashleyfurniture.5430260,Entice - Mist Accent Chair,Chair,AccentChair,0.6858,0.9652,0.762
ashleyfurniture.5460125,Macie - Brown Rocker Recliner,Chair,Recliner,1.0414,1.0668,1.0668
ashleyfurniture.5580020,Prelude - Champagne Chair,Chair,,1.016,1.016,0.9652
ashleyfurniture.5580060,Prelude - Champagne Showood Accent Chair,Chair,AccentChair,0.8382,0.9398,0.8128
ashleyfurniture.5800121,Crawford - Chocolate Chair,Chair,,1.0414,1.016,1.0922
ashleyfurniture.5820144,Freestyle - Pewter Swivel Chair,Chair,,0.9144,0.9144,0.9906
ashleyfurniture.5850164,Roxanne - Mocha Futon w/ Storage,Couch,Futon,2.1844,0.889,0.889
ashleyfurniture.5870115,Barclay Place - Jewel Chaise,Chair,Chaise,0.889,0.889,1.8288
ashleyfurniture.5870123,Barclay Place - Jewel Chair and 1/2,,,1.27,0.9652,1.0414
ashleyfurniture.5970121,Burnham - Amber Accent Chair,Chair,AccentChair,1.0414,1.0414,1.0668
ashleyfurniture.5970135,Burnham - Amber Loveseat,Couch,Loveseat,1.7272,1.016,1.0414
ashleyfurniture.5970138,Burnham - Amber Sofa,Couch,,2.3114,1.016,1.0414
ashleyfurniture.6260225,Hudson - Havana Rocker Recliner,Chair,Recliner,1.0414,0.9652,1.016
ashleyfurniture.6270008,Gable - Mocha Ottoman,Ottoman,,0.9652,0.508,0.9652
ashleyfurniture.6270046,Gable - Mocha Chair,Chair,,0.9652,0.9398,0.9906
ashleyfurniture.6270051,Gable - Mocha Corner Chair,Chair,,0.9906,0.9398,0.9906
ashleyfurniture.6320125,Blake - Walnut Rocker Recliner,Chair,Recliner,1.1684,1.0414,1.0668
ashleyfurniture.6410220,Portica - Cafe Chair,Chair,,1.016,0.9144,0.9144
ashleyfurniture.6450020,Commando - Black Chair,Chair,,1.016,0.9652,0.9144
ashleyfurniture.6450120,Commando - Latte Chair,Chair,,1.016,0.9652,0.9144
ashleyfurniture.6660121,Apex - Natural Chair,Chair,,0.9144,0.9398,0.9652
ashleyfurniture.6670121,Figure Eight - Candy Chair,Chair,,0.9144,0.9398,0.9652
ashleyfurniture.6780020,Newton - Pebble Chair,Chair,,1.016,0.9652,0.9652
ashleyfurniture.6780021,Newton - Pebble Accent Chair,Chair,AccentChair,0.9144,0.9398,0.9652
ashleyfurniture.6840408,Vista - Chocolate Accent Ottoman,Ottoman,,1.016,0.508,1.016
ashleyfurniture.6840508,Vista - Cappuccino Accent Ottoman,Ottoman,,1.016,0.508,1.016
ashleyfurniture.6860106,Motivation - Burgundy Recliner w/ Power,Chair,Recliner,1.0922,1.016,1.0668
ashleyfurniture.6860125,Motivation - Burgundy Rocker Recliner,Chair,Recliner,1.0922,1.016,1.0668
ashleyfurniture.7030322,Buckingham - Mocha Chair,Chair,,0.762,1.0668,0.8382
ashleyfurniture.7030922,Buckingham - Bordeaux Chair,Chair,,0.762,1.0668,0.8382
ashleyfurniture.7034322,Buckingham - Walnut Chair,Chair,,0.762,1.0668,0.8382
ashleyfurniture.7060325,Dylan DuraBlend® - Espresso Rocker Recliner,Chair,Recliner,1.0414,1.016,1.016
ashleyfurniture.7060425,Dylan DuraBlend® - Onyx Rocker Recliner,Chair,Recliner,1.0414,1.016,1.016
ashleyfurniture.7240525,Cameo - Redwood Rocker Recliner,Chair,Recliner,1.016,1.0668,1.0668
ashleyfurniture.7510160,Aaron - Red Showood Accent Chair,Chair,AccentChair,0.6604,0.889,0.6858
ashleyfurniture.7510260,Aaron - Mocha Showood Accent Chair,Chair,AccentChair,0.6604,0.889,0.6858
ashleyfurniture.7510360,Aaron - Spa Showood Accent Chair,Chair,AccentChair,0.6604,0.889,0.6858
ashleyfurniture.7730130,DuraBlend® - Mahogany Low Leg Recliner,Chair,Recliner,1.0414,1.0922,1.016
ashleyfurniture.7730230,Ranger - Canyon Low Leg Recliner,Chair,Recliner,1.0414,1.0922,1.016
ashleyfurniture.7730330,DuraBlend® - Brindle Low Leg Recliner,Chair,Recliner,1.0414,1.0922,1.016
ashleyfurniture.7740011,Cubit - Ivory Ottoman w/ Flip Top,Ottoman,,0.4318,0.4572,0.4318
ashleyfurniture.7740111,Cubit - Scarlett Ottoman w/ Flip Top,Ottoman,,0.4318,0.4572,0.4318
ashleyfurniture.7740211,Cubit - Chocolate Ottoman w/ Flip Top,Ottoman,,0.4318,0.4572,0.4318
ashleyfurniture.7740311,Cubit - Black Ottoman w/ Flip Top,Ottoman,,0.4318,0.4572,0.4318
ashleyfurniture.7900011,Infusion - Chocolate Storage Ottoman,Ottoman,,1.2954,0.4826,0.635
ashleyfurniture.7910111,Cody - Brown Ottoman,Ottoman,,0.9652,0.4826,0.9652
ashleyfurniture.7920225,Tafton - Java Rocker Recliner,Chair,Recliner,0.9652,1.016,1.0668
ashleyfurniture.8090121,Porters Gate - Umber Chair,Chair,,1.016,1.016,1.016
ashleyfurniture.8210420,Aldridge - Sage Chair,Chair,,1.1176,1.016,0.9906
ashleyfurniture.8280315,Encore - Grain Chaise,Chair,Chaise,1.016,0.9652,1.5748
ashleyfurniture.8370220,San Lucas - Harness Chair,Chair,,1.1684,0.9906,0.9906
ashleyfurniture.8740106,Matinee DuraBlend® - Eclipse Power Recliner,Chair,Recliner,0.9398,1.1176,1.0414
ashleyfurniture.8740129,Matinee DuraBlend® - Eclipse Zero Wall Recliner,Chair,Recliner,0.9398,1.1176,1.0414
ashleyfurniture.8860225,Frontier - Canyon Rocker Recliner,Chair,Recliner,1.0922,1.016,1.0668
ashleyfurniture.8960125,Eli - Cocoa Rocker Recliner,Chair,Recliner,1.0668,1.0668,1.0414
ashleyfurniture.9140127,Revolution - Burgundy Glider Recliner,Chair,Recliner,1.016,0.9906,1.0922
ashleyfurniture.9140227,Revolution - Saddle Glider Recliner,Chair,Recliner,1.016,0.9906,1.0922
ashleyfurniture.9150014,Ralston - Teak Ottoman,Ottoman,,1.143,0.4826,0.635
ashleyfurniture.9150023,Ralston - Teak Oversized Chair,Chair,,1.397,0.9652,1.0668
ashleyfurniture.9150035,Ralston - Teak Loveseat,Couch,Loveseat,1.905,0.9652,1.0668
ashleyfurniture.9150038,Ralston - Teak Sofa,Couch,,2.5654,0.9652,1.0668
ashleyfurniture.9160120,Martin - Oyster Chair,Chair,,1.016,0.9652,0.9398
ashleyfurniture.9270115,DuraBlend® - Scarlett Chaise,Chair,Chaise,0.889,0.9652,1.6764
ashleyfurniture.9270215,DuraBlend® - Ivory Chaise,Chair,Chaise,0.889,0.9652,1.6764
ashleyfurniture.9270315,DuraBlend® - Chocolate Chaise,Chair,Chaise,0.889,0.9652,1.6764
ashleyfurniture.9420020,DuraBlend® - Onyx Chair,Chair,,1.016,0.9652,0.9652
ashleyfurniture.9420025,DuraBlend® - Onyx Rocker Recliner *,Chair,Recliner,1.016,1.016,0.9652
ashleyfurniture.9420220,DuraBlend® - Bark Chair,Chair,,1.016,0.9652,0.9652
ashleyfurniture.9420225,DuraBlend® - Bark Rocker Recliner *,Chair,Recliner,1.016,1.016,0.9652
ashleyfurniture.9440006,Memphis - Brown Recliner w/ Power,Chair,Recliner,1.0668,1.016,1.0922
ashleyfurniture.9440025,Memphis - Brown Rocker Recliner,Chair,Recliner,1.0668,1.016,1.0922
ashleyfurniture.9440036,Memphis - Brown Full Sofa Sleeper *,Couch,Sleeper,2.2098,1.0414,1.016
ashleyfurniture.9650028,Max - Chamois Swivel Rocker Recliner,Chair,Recliner,1.0414,0.9906,1.016
ashleyfurniture.9650036,Max - Chamois Full Sofa Sleeper *,Couch,Sleeper,2.3368,1.016,1.016
ashleyfurniture.9650128,Max - Chocolate Swivel Rocker Recliner,Chair,Recliner,1.0414,0.9906,1.016
ashleyfurniture.9650136,Max - Chocolate Full Sofa Sleeper *,Couch,Sleeper,2.3368,1.016,1.016
ashleyfurniture.9880020,DuraBlend® - Cafe Chair,Chair,,1.0922,0.9398,0.9906
ashleyfurniture.9880025,DuraBlend® - Cafe Rocker Recliner *,Chair,Recliner,1.016,0.9906,1.016
ashleyfurniture.9900025,Kellum - Chocolate Rocker Recliner,Chair,Recliner,1.0414,1.0414,1.0414
ashleyfurniture.9960020,Allendale - Mist Chair,Chair,,1.143,0.9652,0.9652
ashleyfurniture.9960120,Allendale - Oyster Chair,Chair,,1.143,0.9652,0.9652
ashleyfurniture.1180114,Zia - Spa Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.1180135,Zia - Spa Loveseat,Couch,Loveseat,1.5748,0.9398,0.9652
ashleyfurniture.1180138,Zia - Spa Sofa,Couch,,2.159,0.9398,0.9652
ashleyfurniture.1180139,Zia - Spa Queen Sofa Sleeper,Couch,Sleeper,2.159,0.9398,0.9652
ashleyfurniture.1180314,Zia - Mocha Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.1180335,Zia - Mocha Loveseat,Couch,Loveseat,1.5748,0.9398,0.9652
ashleyfurniture.1180338,Zia - Mocha Sofa,Couch,,2.159,0.9398,0.9652
ashleyfurniture.1180339,Zia - Mocha Queen Sofa Sleeper,Couch,Sleeper,2.159,0.9398,0.9652
ashleyfurniture.1180414,Zia - Salsa Ottoman,Ottoman,,0.7874,0.4572,0.635
ashleyfurniture.1180435,Zia - Salsa Loveseat,Couch,Loveseat,1.5748,0.9398,0.9652
ashleyfurniture.1180438,Zia - Salsa Sofa,Couch,,2.159,0.9398,0.9652
ashleyfurniture.1180439,Zia - Salsa Queen Sofa Sleeper,Couch,Sleeper,2.159,0.9398,0.9652
ashleyfurniture.1206364,Novelty - Cafe Futon w/ Storage,Couch,Futon,1.8288,0.8382,0.9144
ashleyfurniture.1260014,Richland - Amber Ottoman,Ottoman,,1.1176,0.4826,0.635
ashleyfurniture.1260035,Richland - Amber Loveseat,Couch,Loveseat,1.905,0.9906,1.016
ashleyfurniture.1260038,Richland - Amber Sofa,Couch,,2.5908,0.9906,1.016
ashleyfurniture.1280414,Atmore - Pewter Ottoman,Ottoman,,0.8636,0.4826,0.6096
ashleyfurniture.1280435,Atmore - Pewter Loveseat,Couch,Loveseat,1.524,0.9652,0.9906
ashleyfurniture.1280438,Atmore - Pewter Sofa,Couch,,2.159,0.9652,0.9906
ashleyfurniture.1280439,Atmore - Pewter Queen Sofa Sleeper,Couch,Sleeper,2.159,0.9652,0.9906
ashleyfurniture.1540038,Bradington - Truffle Sofa,Couch,,2.2606,1.0414,0.9906
ashleyfurniture.1880014,Danielle - Eggplant Ottoman,Ottoman,,0.6858,0.4572,0.5334
ashleyfurniture.1880035,Danielle - Eggplant Loveseat,Couch,Loveseat,1.4478,0.889,0.9398
ashleyfurniture.1880038,Danielle - Eggplant Sofa,Couch,,2.0574,0.889,0.9398
ashleyfurniture.1940108,Logan - Stone Ottoman,Ottoman,,1.0668,0.508,0.7874
ashleyfurniture.1940135,Logan - Stone Loveseat,Couch,Loveseat,1.7018,0.9906,0.9144
ashleyfurniture.1940138,Logan - Stone Sofa,Couch,,2.286,0.9906,0.9144
ashleyfurniture.2050008,Palmer - Walnut Ottoman,Ottoman,,1.016,0.508,1.016
ashleyfurniture.2220089,DuraBlend® - Cafe Reclining Sofa,Couch,,2.1336,1.0414,1.0668
ashleyfurniture.2220094,DuraBlend® - Cafe Reclining Loveseat,Couch,Loveseat,1.8034,1.0414,1.0668
ashleyfurniture.3040035,Grover - Cafe Loveseat,Couch,Loveseat,1.7272,0.9652,0.9398
ashleyfurniture.3040038,Grover - Cafe Sofa,Couch,,2.2606,0.9652,0.9398
ashleyfurniture.3090014,Frontier - Canyon Ottoman,Ottoman,,1.0414,0.508,0.762
ashleyfurniture.3090035,Frontier - Canyon Loveseat,Couch,Loveseat,1.778,1.016,0.9906
ashleyfurniture.3090036,Frontier - Canyon Full Sofa Sleeper,Couch,Sleeper,2.3876,1.016,0.9906
ashleyfurniture.3090038,Frontier - Canyon Sofa,Couch,,2.3876,1.016,0.9906
ashleyfurniture.3150088,Presley - Espresso Reclining Sofa,Couch,,2.1336,1.0414,1.0668
ashleyfurniture.3150094,Presley - Espresso Reclining Loveseat w/ Console,Couch,Loveseat,1.8796,1.0414,1.0668
ashleyfurniture.3150188,Presley - Cocoa Reclining Sofa,Couch,,2.1336,1.0414,1.0668
ashleyfurniture.3150194,Presley - Cocoa Reclining Loveseat w/ Console,Couch,Loveseat,1.8796,1.0414,1.0668
ashleyfurniture.3180114,Circa - Taupe Ottoman,Ottoman,,0.7874,0.4572,0.5842
ashleyfurniture.3180118,Circa - Taupe Sofa w/ Moveable Chaise,Couch,,2.0574,0.9906,1.6002
ashleyfurniture.3180135,Circa - Taupe Loveseat,Couch,Loveseat,1.4478,0.9906,1.0414
ashleyfurniture.3180168,Circa - Taupe Queen Sofa Chaise Sleeper,Couch,Sleeper,2.0574,0.9906,1.6002
ashleyfurniture.3240008,Townhouse - Tawny Ottoman,Ottoman,,1.0668,0.4826,0.762
ashleyfurniture.3240035,Townhouse - Tawny Loveseat,Couch,Loveseat,1.6764,0.9906,0.9652
ashleyfurniture.3240038,Townhouse - Tawny Sofa,Couch,,2.2606,0.9906,0.9652
ashleyfurniture.3240039,Townhouse - Tawny Queen Sofa Sleeper,Couch,Sleeper,2.2606,0.9906,0.9652
ashleyfurniture.3260108,Burlington - Sienna Ottoman,Ottoman,,1.2954,0.508,0.9652
ashleyfurniture.3260135,Burlington - Sienna Loveseat,Couch,Loveseat,1.905,0.9906,1.016
ashleyfurniture.3260138,Burlington - Sienna Sofa,Couch,,2.5908,0.9906,1.016
ashleyfurniture.3300108,Stockholm - Black Oversized Ottoman,Ottoman,,1.3208,0.4826,0.7112
ashleyfurniture.3330035,Macie - Brown Loveseat,Couch,Loveseat,1.8542,1.0922,1.0668
ashleyfurniture.3330038,Macie - Brown Sofa,Couch,,2.4384,1.0922,1.0668
ashleyfurniture.3340311,Durahide Bicast - Brown Storage Ottoman,Ottoman,,0.9652,0.4826,0.9652
ashleyfurniture.3540114,Lena - Putty Ottoman,Ottoman,,1.016,0.4572,0.635
ashleyfurniture.3540135,Lena - Putty Loveseat,Couch,Loveseat,1.9304,0.9906,1.0414
ashleyfurniture.3540138,Lena - Putty Sofa,Couch,,2.54,0.9906,1.0414
ashleyfurniture.3650086,Ledger DuraBlend® - Scarlett Reclining Loveseat,Couch,Loveseat,1.6002,0.9652,0.9906
ashleyfurniture.3650088,Ledger DuraBlend® - Scarlett Reclining Sofa,Couch,,2.2098,0.9652,0.9906
ashleyfurniture.3650286,Ledger DuraBlend® - Black Reclining Loveseat,Couch,Loveseat,1.6002,0.9652,0.9906
ashleyfurniture.3650288,Ledger DuraBlend® - Black Reclining Sofa,Couch,,2.2098,0.9652,0.9906
ashleyfurniture.3890074,Slater DuraBlend® - Sedona Reclining Loveseat w/ Power,Couch,Loveseat,1.7018,1.016,1.016
ashleyfurniture.3890087,Slater DuraBlend® - Sedona Reclining Sofa w/ Power,Couch,,2.3114,1.016,1.016
ashleyfurniture.4000114,Crestwood - Walnut Ottoman,Ottoman,,0.7366,0.4572,0.6096
ashleyfurniture.4000135,Crestwood - Walnut Loveseat,Couch,Loveseat,1.4986,0.9398,1.016
ashleyfurniture.4000138,Crestwood - Walnut Sofa,Couch,,2.0828,0.9398,1.016
ashleyfurniture.4010035,Key Town - Truffle Loveseat,Couch,Loveseat,1.778,1.1176,1.0922
ashleyfurniture.4010038,Key Town - Truffle Sofa,Couch,,2.3368,1.1176,1.0922
ashleyfurniture.4020013,Oakmere - Truffle Accent Ottoman,Ottoman,,0.8128,0.4826,0.6096
ashleyfurniture.4020035,Oakmere - Truffle Loveseat,Couch,Loveseat,1.7018,1.016,1.0922
ashleyfurniture.4020038,Oakmere - Truffle Sofa,Couch,,2.286,1.016,1.0922
ashleyfurniture.4130135,Warren - Brown Loveseat,Couch,Loveseat,1.7526,1.016,0.9652
ashleyfurniture.4130136,Warren - Brown Full Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9652
ashleyfurniture.4130138,Warren - Brown Sofa,Couch,,2.286,1.016,0.9652
ashleyfurniture.4130235,Warren - Nutmeg Loveseat,Couch,Loveseat,1.7526,1.016,0.9652
ashleyfurniture.4130236,Warren - Nutmeg Full Sofa Sleeper,Couch,Sleeper,2.286,1.016,0.9652
ashleyfurniture.4130238,Warren - Nutmeg Sofa,Couch,,2.286,1.016,0.9652
ashleyfurniture.4140114,Colefax - Mushroom Ottoman,Ottoman,,0.762,0.4572,0.6096
ashleyfurniture.4140135,Colefax - Mushroom Loveseat,Couch,Loveseat,1.651,0.9144,0.9398
ashleyfurniture.4140136,Colefax - Mushroom Full Sofa Sleeper,Couch,Sleeper,2.159,0.9144,0.9398
ashleyfurniture.4140138,Colefax - Mushroom Sofa,Couch,,2.159,0.9144,0.9398
ashleyfurniture.4170114,Novack - Onyx Ottoman,Ottoman,,0.762,0.4826,0.6096
ashleyfurniture.4170135,Novack - Onyx Loveseat,Couch,Loveseat,1.3462,0.9398,0.9398
ashleyfurniture.4170138,Novack - Onyx Sofa,Couch,,2.1844,0.9398,0.9398
ashleyfurniture.4200014,Axiom - Walnut Ottoman,Ottoman,,1.1176,0.4572,0.6096
ashleyfurniture.4200035,Axiom - Walnut Loveseat,Couch,Loveseat,1.905,0.9652,1.016
ashleyfurniture.4200038,Axiom - Walnut Sofa,Couch,,2.54,0.9652,1.016
ashleyfurniture.4230086,Zackary - Brindle Reclining Loveseat,Couch,Loveseat,1.7018,0.9906,1.0668
ashleyfurniture.4230088,Zackary - Brindle Reclining Sofa,Couch,,2.3114,0.9906,1.0668
ashleyfurniture.4540174,DuraBlend® - Natural Power Reclining Loveseat,Couch,Loveseat,1.6764,0.9652,0.9652
ashleyfurniture.4540186,DuraBlend® - Natural Reclining Loveseat,Couch,Loveseat,1.6764,0.9652,0.9652
ashleyfurniture.4540187,DuraBlend® - Natural Power Reclining Sofa,Couch,,2.3368,0.9652,0.9652
ashleyfurniture.4540188,DuraBlend® - Natural Reclining Sofa,Couch,,2.3368,0.9652,0.9652
ashleyfurniture.4660186,Sonoma - Saddle Reclining Loveseat,Couch,Loveseat,1.7018,1.0414,1.0668
ashleyfurniture.4660188,Sonoma - Saddle Reclining Sofa,Couch,,2.286,1.0414,1.0668
ashleyfurniture.5070008,Victory - Chocolate Oversized Ottoman,Ottoman,,0.9398,0.4826,0.9398
ashleyfurniture.5270286,San Marco DuraBlend® - Burgundy Reclining Loveseat,Couch,Loveseat,1.6256,0.9906,0.9652
ashleyfurniture.5270288,San Marco DuraBlend® - Burgundy Reclining Sofa,Couch,,2.159,0.9906,0.9652
ashleyfurniture.5340035,Brittany - Truffle Loveseat,Couch,Loveseat,1.7272,0.9652,1.0668
ashleyfurniture.5340038,Brittany - Truffle Sofa,Couch,,2.3622,1.2192,1.0668
ashleyfurniture.5380035,Mercer - Mocha Loveseat,Couch,Loveseat,1.7018,0.9906,0.9398
ashleyfurniture.5380036,Mercer - Mocha Full Sofa Sleeper,Couch,Sleeper,2.286,0.9906,0.9398
ashleyfurniture.5380038,Mercer - Mocha Sofa,Couch,,2.286,0.9906,0.9398
ashleyfurniture.5430211,Entice - Mist Accent Ottoman,Ottoman,,0.4826,0.508,0.4826
ashleyfurniture.5430214,Entice - Mist Ottoman,Ottoman,,0.8128,0.4572,0.635
ashleyfurniture.5430235,Entice - Mist Loveseat,Couch,Loveseat,1.524,0.9652,0.9652
ashleyfurniture.5430238,Entice - Mist Sofa,Couch,,2.1336,0.9652,0.9652
ashleyfurniture.5480125,Wesley - Sienna Rocker Recliner,Chair,Recliner,1.0922,1.016,1.0922
ashleyfurniture.5480186,Wesley - Sienna Reclining Loveseat,Couch,Loveseat,1.7018,1.016,1.0668
ashleyfurniture.5480188,Wesley - Sienna Reclining Sofa,Couch,,2.286,1.016,1.0668
ashleyfurniture.5580014,Prelude - Champagne Ottoman,Ottoman,,0.762,0.4572,0.6096
ashleyfurniture.5580035,Prelude - Champagne Loveseat,Couch,Loveseat,1.651,1.016,0.9652
ashleyfurniture.5580038,Prelude - Champagne Sofa,Couch,,2.2352,1.016,0.9652
ashleyfurniture.5800113,Crawford - Chocolate Ottoman,Ottoman,,0.8128,0.508,0.6096
ashleyfurniture.5800135,Crawford - Chocolate Loveseat,Couch,Loveseat,1.8288,0.9906,1.016
ashleyfurniture.5800138,Crawford - Chocolate Sofa,Couch,,2.5146,0.9906,1.016
ashleyfurniture.5820108,Freestyle - Pewter Accent Ottoman,Ottoman,,1.3462,0.4826,0.635
ashleyfurniture.5860164,Mia - Bark Futon w/ Storage,Couch,Futon,2.1082,0.9398,0.889
ashleyfurniture.5870114,Barclay Place - Jewel Ottoman,Ottoman,,1.1176,0.4572,0.635
ashleyfurniture.5870135,Barclay Place - Jewel Loveseat,Couch,Loveseat,1.7272,0.9652,1.0414
ashleyfurniture.5870138,Barclay Place - Jewel Sofa,Couch,,2.413,0.9652,1.0414
ashleyfurniture.5920021,Pia - Linen Chair,Chair,,0.9144,0.9398,0.9652
